cell,ix,iy,xc,yc,isFluidCell,isSolidCell,nFluid,mass
1986,66,16,1.0234375,0.2421875,1,0,13,13
1987,67,16,1.0390625,0.2421875,1,0,35,35
1988,68,16,1.0546875,0.2421875,1,0,29,29
1989,69,16,1.0703125,0.2421875,1,0,26,26
1990,70,16,1.0859375,0.2421875,1,0,15,15
1991,71,16,1.1015625,0.2421875,1,0,24,24
1992,72,16,1.1171875,0.2421875,1,0,19,19
1993,73,16,1.1328125,0.2421875,1,0,30,30
1994,74,16,1.1484375,0.2421875,1,0,27,27
1995,75,16,1.1640625,0.2421875,1,0,29,29
1996,76,16,1.1796875,0.2421875,1,0,21,21
1997,77,16,1.1953125,0.2421875,1,0,21,21
1998,78,16,1.2109375,0.2421875,1,0,22,22
1999,79,16,1.2265625,0.2421875,1,0,25,25
2000,80,16,1.2421875,0.2421875,1,0,19,19
2001,81,16,1.2578125,0.2421875,1,0,21,21
2002,82,16,1.2734375,0.2421875,1,0,18,18
2003,83,16,1.2890625,0.2421875,1,0,21,21
2004,84,16,1.3046875,0.2421875,1,0,11,11
2005,85,16,1.3203125,0.2421875,1,0,17,17
2006,86,16,1.3359375,0.2421875,1,0,29,29
2007,87,16,1.3515625,0.2421875,1,0,14,14
2008,88,16,1.3671875,0.2421875,1,0,28,28
2009,89,16,1.3828125,0.2421875,1,0,32,32
2010,90,16,1.3984375,0.2421875,1,0,18,18
2011,91,16,1.4140625,0.2421875,1,0,24,24
2012,92,16,1.4296875,0.2421875,1,0,27,27
2013,93,16,1.4453125,0.2421875,1,0,26,26
2014,94,16,1.4609375,0.2421875,1,0,19,19
2015,95,16,1.4765625,0.2421875,1,0,13,13
2016,96,16,1.4921875,0.2421875,1,0,21,21
2017,97,16,1.5078125,0.2421875,1,0,15,15
2018,98,16,1.5234375,0.2421875,1,0,18,18
2019,99,16,1.5390625,0.2421875,1,0,29,29
2020,100,16,1.5546875,0.2421875,1,0,18,18
2021,101,16,1.5703125,0.2421875,1,0,17,17
2022,102,16,1.5859375,0.2421875,1,0,17,17
2023,103,16,1.6015625,0.2421875,1,0,20,20
2024,104,16,1.6171875,0.2421875,1,0,21,21
2025,105,16,1.6328125,0.2421875,1,0,4,4
2026,106,16,1.6484375,0.2421875,1,0,23,23
2027,107,16,1.6640625,0.2421875,1,0,9,9
2028,108,16,1.6796875,0.2421875,1,0,21,21
2029,109,16,1.6953125,0.2421875,1,0,27,27
2030,110,16,1.7109375,0.2421875,1,0,20,20
2031,111,16,1.7265625,0.2421875,1,0,29,29
2032,112,16,1.7421875,0.2421875,1,0,19,19
2033,113,16,1.7578125,0.2421875,1,0,17,17
2034,114,16,1.7734375,0.2421875,1,0,10,10
2035,115,16,1.7890625,0.2421875,1,0,9,9
2036,116,16,1.8046875,0.2421875,1,0,22,22
2037,117,16,1.8203125,0.2421875,1,0,18,18
2038,118,16,1.8359375,0.2421875,1,0,16,16
2039,119,16,1.8515625,0.2421875,1,0,20,20
2040,120,16,1.8671875,0.2421875,1,0,16,16
2041,121,16,1.8828125,0.2421875,1,0,29,29
2042,122,16,1.8984375,0.2421875,1,0,18,18
2043,123,16,1.9140625,0.2421875,1,0,28,28
2044,124,16,1.9296875,0.2421875,1,0,17,17
2045,125,16,1.9453125,0.2421875,1,0,17,17
2046,126,16,1.9609375,0.2421875,1,0,22,22
2047,127,16,1.9765625,0.2421875,1,0,18,18
2048,128,16,1.9921875,0.2421875,1,0,18,18
2049,1,17,0.0078125,0.2578125,1,0,12,12
2050,2,17,0.0234375,0.2578125,1,0,16,16
2051,3,17,0.0390625,0.2578125,1,0,15,15
2052,4,17,0.0546875,0.2578125,1,0,21,21
2053,5,17,0.0703125,0.2578125,1,0,29,29
2054,6,17,0.0859375,0.2578125,1,0,16,16
2055,7,17,0.1015625,0.2578125,1,0,13,13
2056,8,17,0.1171875,0.2578125,1,0,10,10
2057,9,17,0.1328125,0.2578125,1,0,16,16
2058,10,17,0.1484375,0.2578125,1,0,25,25
2059,11,17,0.1640625,0.2578125,1,0,12,12
2060,12,17,0.1796875,0.2578125,1,0,21,21
2061,13,17,0.1953125,0.2578125,1,0,13,13
2062,14,17,0.2109375,0.2578125,1,0,33,33
2063,15,17,0.2265625,0.2578125,1,0,14,14
2064,16,17,0.2421875,0.2578125,1,0,23,23
2065,17,17,0.2578125,0.2578125,1,0,19,19
2066,18,17,0.2734375,0.2578125,1,0,25,25
2067,19,17,0.2890625,0.2578125,1,0,21,21
2068,20,17,0.3046875,0.2578125,1,0,15,15
2069,21,17,0.3203125,0.2578125,1,0,34,34
2070,22,17,0.3359375,0.2578125,1,0,18,18
2071,23,17,0.3515625,0.2578125,1,0,36,36
2072,24,17,0.3671875,0.2578125,1,0,22,22
2073,25,17,0.3828125,0.2578125,1,0,15,15
2074,26,17,0.3984375,0.2578125,1,0,25,25
2075,27,17,0.4140625,0.2578125,1,0,36,36
2076,28,17,0.4296875,0.2578125,1,0,27,27
2077,29,17,0.4453125,0.2578125,1,0,20,20
2078,30,17,0.4609375,0.2578125,1,0,11,11
2079,31,17,0.4765625,0.2578125,1,0,17,17
2080,32,17,0.4921875,0.2578125,1,0,26,26
2081,33,17,0.5078125,0.2578125,1,0,21,21
2082,34,17,0.5234375,0.2578125,1,0,23,23
2083,35,17,0.5390625,0.2578125,1,0,20,20
2084,36,17,0.5546875,0.2578125,1,0,20,20
2085,37,17,0.5703125,0.2578125,1,0,28,28
2086,38,17,0.5859375,0.2578125,1,0,26,26
2087,39,17,0.6015625,0.2578125,1,0,21,21
2088,40,17,0.6171875,0.2578125,1,0,27,27
2089,41,17,0.6328125,0.2578125,1,0,23,23
2090,42,17,0.6484375,0.2578125,1,0,8,8
2091,43,17,0.6640625,0.2578125,1,0,21,21
2092,44,17,0.6796875,0.2578125,1,0,17,17
2093,45,17,0.6953125,0.2578125,1,0,20,20
2094,46,17,0.7109375,0.2578125,1,0,17,17
2095,47,17,0.7265625,0.2578125,1,0,32,32
2096,48,17,0.7421875,0.2578125,1,0,16,16
2097,49,17,0.7578125,0.2578125,1,0,11,11
2098,50,17,0.7734375,0.2578125,1,0,21,21
2099,51,17,0.7890625,0.2578125,1,0,20,20
2100,52,17,0.8046875,0.2578125,1,0,22,22
2101,53,17,0.8203125,0.2578125,1,0,21,21
2102,54,17,0.8359375,0.2578125,1,0,28,28
2103,55,17,0.8515625,0.2578125,1,0,16,16
2104,56,17,0.8671875,0.2578125,1,0,26,26
2105,57,17,0.8828125,0.2578125,1,0,27,27
2106,58,17,0.8984375,0.2578125,1,0,19,19
2107,59,17,0.9140625,0.2578125,1,0,14,14
2108,60,17,0.9296875,0.2578125,1,0,21,21
2109,61,17,0.9453125,0.2578125,1,0,19,19
2110,62,17,0.9609375,0.2578125,1,0,15,15
2111,63,17,0.9765625,0.2578125,1,0,17,17
2112,64,17,0.9921875,0.2578125,1,0,21,21
2113,65,17,1.0078125,0.2578125,1,0,24,24
2114,66,17,1.0234375,0.2578125,1,0,21,21
2115,67,17,1.0390625,0.2578125,1,0,19,19
2116,68,17,1.0546875,0.2578125,1,0,29,29
2117,69,17,1.0703125,0.2578125,1,0,14,14
2118,70,17,1.0859375,0.2578125,1,0,21,21
2119,71,17,1.1015625,0.2578125,1,0,23,23
2120,72,17,1.1171875,0.2578125,1,0,26,26
2121,73,17,1.1328125,0.2578125,1,0,16,16
2122,74,17,1.1484375,0.2578125,1,0,20,20
2123,75,17,1.1640625,0.2578125,1,0,26,26
2124,76,17,1.1796875,0.2578125,1,0,26,26
2125,77,17,1.1953125,0.2578125,1,0,27,27
2126,78,17,1.2109375,0.2578125,1,0,18,18
2127,79,17,1.2265625,0.2578125,1,0,24,24
2128,80,17,1.2421875,0.2578125,1,0,11,11
2129,81,17,1.2578125,0.2578125,1,0,13,13
2130,82,17,1.2734375,0.2578125,1,0,21,21
2131,83,17,1.2890625,0.2578125,1,0,9,9
2132,84,17,1.3046875,0.2578125,1,0,26,26
2133,85,17,1.3203125,0.2578125,1,0,23,23
2134,86,17,1.3359375,0.2578125,1,0,22,22
2135,87,17,1.3515625,0.2578125,1,0,20,20
2136,88,17,1.3671875,0.2578125,1,0,18,18
2137,89,17,1.3828125,0.2578125,1,0,17,17
2138,90,17,1.3984375,0.2578125,1,0,26,26
2139,91,17,1.4140625,0.2578125,1,0,16,16
2140,92,17,1.4296875,0.2578125,1,0,35,35
2141,93,17,1.4453125,0.2578125,1,0,21,21
2142,94,17,1.4609375,0.2578125,1,0,19,19
2143,95,17,1.4765625,0.2578125,1,0,12,12
2144,96,17,1.4921875,0.2578125,1,0,23,23
2145,97,17,1.5078125,0.2578125,1,0,24,24
2146,98,17,1.5234375,0.2578125,1,0,19,19
2147,99,17,1.5390625,0.2578125,1,0,26,26
2148,100,17,1.5546875,0.2578125,1,0,13,13
2149,101,17,1.5703125,0.2578125,1,0,15,15
2150,102,17,1.5859375,0.2578125,1,0,27,27
2151,103,17,1.6015625,0.2578125,1,0,23,23
2152,104,17,1.6171875,0.2578125,1,0,20,20
2153,105,17,1.6328125,0.2578125,1,0,10,10
2154,106,17,1.6484375,0.2578125,1,0,25,25
2155,107,17,1.6640625,0.2578125,1,0,16,16
2156,108,17,1.6796875,0.2578125,1,0,14,14
2157,109,17,1.6953125,0.2578125,1,0,20,20
2158,110,17,1.7109375,0.2578125,1,0,19,19
2159,111,17,1.7265625,0.2578125,1,0,24,24
2160,112,17,1.7421875,0.2578125,1,0,30,30
2161,113,17,1.7578125,0.2578125,1,0,28,28
2162,114,17,1.7734375,0.2578125,1,0,24,24
2163,115,17,1.7890625,0.2578125,1,0,27,27
2164,116,17,1.8046875,0.2578125,1,0,24,24
2165,117,17,1.8203125,0.2578125,1,0,13,13
2166,118,17,1.8359375,0.2578125,1,0,14,14
2167,119,17,1.8515625,0.2578125,1,0,25,25
2168,120,17,1.8671875,0.2578125,1,0,11,11
2169,121,17,1.8828125,0.2578125,1,0,17,17
2170,122,17,1.8984375,0.2578125,1,0,19,19
2171,123,17,1.9140625,0.2578125,1,0,22,22
2172,124,17,1.9296875,0.2578125,1,0,15,15
2173,125,17,1.9453125,0.2578125,1,0,22,22
2174,126,17,1.9609375,0.2578125,1,0,24,24
2175,127,17,1.9765625,0.2578125,1,0,21,21
2176,128,17,1.9921875,0.2578125,1,0,10,10
2177,1,18,0.0078125,0.2734375,1,0,14,14
2178,2,18,0.0234375,0.2734375,1,0,24,24
2179,3,18,0.0390625,0.2734375,1,0,20,20
2180,4,18,0.0546875,0.2734375,1,0,4,4
2181,5,18,0.0703125,0.2734375,1,0,17,17
2182,6,18,0.0859375,0.2734375,1,0,15,15
2183,7,18,0.1015625,0.2734375,1,0,24,24
2184,8,18,0.1171875,0.2734375,1,0,18,18
2185,9,18,0.1328125,0.2734375,1,0,20,20
2186,10,18,0.1484375,0.2734375,1,0,22,22
2187,11,18,0.1640625,0.2734375,1,0,20,20
2188,12,18,0.1796875,0.2734375,1,0,24,24
2189,13,18,0.1953125,0.2734375,1,0,20,20
2190,14,18,0.2109375,0.2734375,1,0,19,19
2191,15,18,0.2265625,0.2734375,1,0,27,27
2192,16,18,0.2421875,0.2734375,1,0,29,29
2193,17,18,0.2578125,0.2734375,1,0,13,13
2194,18,18,0.2734375,0.2734375,1,0,4,4
2195,19,18,0.2890625,0.2734375,1,0,22,22
2196,20,18,0.3046875,0.2734375,1,0,28,28
2197,21,18,0.3203125,0.2734375,1,0,4,4
2198,22,18,0.3359375,0.2734375,1,0,19,19
2199,23,18,0.3515625,0.2734375,1,0,17,17
2200,24,18,0.3671875,0.2734375,1,0,17,17
2201,25,18,0.3828125,0.2734375,1,0,18,18
2202,26,18,0.3984375,0.2734375,1,0,18,18
2203,27,18,0.4140625,0.2734375,1,0,10,10
2204,28,18,0.4296875,0.2734375,1,0,18,18
2205,29,18,0.4453125,0.2734375,1,0,26,26
2206,30,18,0.4609375,0.2734375,1,0,26,26
2207,31,18,0.4765625,0.2734375,1,0,24,24
2208,32,18,0.4921875,0.2734375,1,0,15,15
2209,33,18,0.5078125,0.2734375,1,0,17,17
2210,34,18,0.5234375,0.2734375,1,0,25,25
2211,35,18,0.5390625,0.2734375,1,0,27,27
2212,36,18,0.5546875,0.2734375,1,0,19,19
2213,37,18,0.5703125,0.2734375,1,0,18,18
2214,38,18,0.5859375,0.2734375,1,0,20,20
2215,39,18,0.6015625,0.2734375,1,0,7,7
2216,40,18,0.6171875,0.2734375,1,0,23,23
2217,41,18,0.6328125,0.2734375,1,0,24,24
2218,42,18,0.6484375,0.2734375,1,0,19,19
2219,43,18,0.6640625,0.2734375,1,0,19,19
2220,44,18,0.6796875,0.2734375,1,0,25,25
2221,45,18,0.6953125,0.2734375,1,0,23,23
2222,46,18,0.7109375,0.2734375,1,0,20,20
2223,47,18,0.7265625,0.2734375,1,0,21,21
2224,48,18,0.7421875,0.2734375,1,0,21,21
2225,49,18,0.7578125,0.2734375,1,0,13,13
2226,50,18,0.7734375,0.2734375,1,0,30,30
2227,51,18,0.7890625,0.2734375,1,0,16,16
2228,52,18,0.8046875,0.2734375,1,0,14,14
2229,53,18,0.8203125,0.2734375,1,0,28,28
2230,54,18,0.8359375,0.2734375,1,0,13,13
2231,55,18,0.8515625,0.2734375,1,0,21,21
2232,56,18,0.8671875,0.2734375,1,0,19,19
2233,57,18,0.8828125,0.2734375,1,0,27,27
2234,58,18,0.8984375,0.2734375,1,0,4,4
2235,59,18,0.9140625,0.2734375,1,0,4,4
2236,60,18,0.9296875,0.2734375,1,0,24,24
2237,61,18,0.9453125,0.2734375,1,0,10,10
2238,62,18,0.9609375,0.2734375,1,0,23,23
2239,63,18,0.9765625,0.2734375,1,0,12,12
2240,64,18,0.9921875,0.2734375,1,0,16,16
2241,65,18,1.0078125,0.2734375,1,0,17,17
2242,66,18,1.0234375,0.2734375,1,0,21,21
2243,67,18,1.0390625,0.2734375,1,0,18,18
2244,68,18,1.0546875,0.2734375,1,0,16,16
2245,69,18,1.0703125,0.2734375,1,0,18,18
2246,70,18,1.0859375,0.2734375,1,0,21,21
2247,71,18,1.1015625,0.2734375,1,0,25,25
2248,72,18,1.1171875,0.2734375,1,0,8,8
2249,73,18,1.1328125,0.2734375,1,0,22,22
2250,74,18,1.1484375,0.2734375,1,0,18,18
2251,75,18,1.1640625,0.2734375,1,0,17,17
2252,76,18,1.1796875,0.2734375,1,0,26,26
2253,77,18,1.1953125,0.2734375,1,0,13,13
2254,78,18,1.2109375,0.2734375,1,0,17,17
2255,79,18,1.2265625,0.2734375,1,0,34,34
2256,80,18,1.2421875,0.2734375,1,0,20,20
2257,81,18,1.2578125,0.2734375,1,0,14,14
2258,82,18,1.2734375,0.2734375,1,0,27,27
2259,83,18,1.2890625,0.2734375,1,0,13,13
2260,84,18,1.3046875,0.2734375,1,0,26,26
2261,85,18,1.3203125,0.2734375,1,0,36,36
2262,86,18,1.3359375,0.2734375,1,0,25,25
2263,87,18,1.3515625,0.2734375,1,0,27,27
2264,88,18,1.3671875,0.2734375,1,0,16,16
2265,89,18,1.3828125,0.2734375,1,0,8,8
2266,90,18,1.3984375,0.2734375,1,0,23,23
2267,91,18,1.4140625,0.2734375,1,0,10,10
2268,92,18,1.4296875,0.2734375,1,0,18,18
2269,93,18,1.4453125,0.2734375,1,0,4,4
2270,94,18,1.4609375,0.2734375,1,0,23,23
2271,95,18,1.4765625,0.2734375,1,0,10,10
2272,96,18,1.4921875,0.2734375,1,0,23,23
2273,97,18,1.5078125,0.2734375,1,0,18,18
2274,98,18,1.5234375,0.2734375,1,0,19,19
2275,99,18,1.5390625,0.2734375,1,0,9,9
2276,100,18,1.5546875,0.2734375,1,0,16,16
2277,101,18,1.5703125,0.2734375,1,0,8,8
2278,102,18,1.5859375,0.2734375,1,0,22,22
2279,103,18,1.6015625,0.2734375,1,0,25,25
2280,104,18,1.6171875,0.2734375,1,0,22,22
2281,105,18,1.6328125,0.2734375,1,0,13,13
2282,106,18,1.6484375,0.2734375,1,0,15,15
2283,107,18,1.6640625,0.2734375,1,0,25,25
2284,108,18,1.6796875,0.2734375,1,0,25,25
2285,109,18,1.6953125,0.2734375,1,0,15,15
2286,110,18,1.7109375,0.2734375,1,0,16,16
2287,111,18,1.7265625,0.2734375,1,0,27,27
2288,112,18,1.7421875,0.2734375,1,0,19,19
2289,113,18,1.7578125,0.2734375,1,0,24,24
2290,114,18,1.7734375,0.2734375,1,0,21,21
2291,115,18,1.7890625,0.2734375,1,0,24,24
2292,116,18,1.8046875,0.2734375,1,0,22,22
2293,117,18,1.8203125,0.2734375,1,0,20,20
2294,118,18,1.8359375,0.2734375,1,0,12,12
2295,119,18,1.8515625,0.2734375,1,0,24,24
2296,120,18,1.8671875,0.2734375,1,0,17,17
2297,121,18,1.8828125,0.2734375,1,0,15,15
2298,122,18,1.8984375,0.2734375,1,0,24,24
2299,123,18,1.9140625,0.2734375,1,0,31,31
2300,124,18,1.9296875,0.2734375,1,0,21,21
2301,125,18,1.9453125,0.2734375,1,0,20,20
2302,126,18,1.9609375,0.2734375,1,0,14,14
2303,127,18,1.9765625,0.2734375,1,0,11,11
2304,128,18,1.9921875,0.2734375,1,0,16,16
2305,1,19,0.0078125,0.2890625,1,0,16,16
2306,2,19,0.0234375,0.2890625,1,0,31,31
2307,3,19,0.0390625,0.2890625,1,0,24,24
2308,4,19,0.0546875,0.2890625,1,0,33,33
2309,5,19,0.0703125,0.2890625,1,0,23,23
2310,6,19,0.0859375,0.2890625,1,0,13,13
2311,7,19,0.1015625,0.2890625,1,0,31,31
2312,8,19,0.1171875,0.2890625,1,0,6,6
2313,9,19,0.1328125,0.2890625,1,0,28,28
2314,10,19,0.1484375,0.2890625,1,0,14,14
2315,11,19,0.1640625,0.2890625,1,0,19,19
2316,12,19,0.1796875,0.2890625,1,0,23,23
2317,13,19,0.1953125,0.2890625,1,0,29,29
2318,14,19,0.2109375,0.2890625,1,0,14,14
2319,15,19,0.2265625,0.2890625,1,0,19,19
2320,16,19,0.2421875,0.2890625,1,0,24,24
2321,17,19,0.2578125,0.2890625,1,0,17,17
2322,18,19,0.2734375,0.2890625,1,0,18,18
2323,19,19,0.2890625,0.2890625,1,0,12,12
2324,20,19,0.3046875,0.2890625,1,0,26,26
2325,21,19,0.3203125,0.2890625,1,0,21,21
2326,22,19,0.3359375,0.2890625,1,0,8,8
2327,23,19,0.3515625,0.2890625,1,0,19,19
2328,24,19,0.3671875,0.2890625,1,0,28,28
2329,25,19,0.3828125,0.2890625,1,0,20,20
2330,26,19,0.3984375,0.2890625,1,0,25,25
2331,27,19,0.4140625,0.2890625,1,0,14,14
2332,28,19,0.4296875,0.2890625,1,0,28,28
2333,29,19,0.4453125,0.2890625,1,0,17,17
2334,30,19,0.4609375,0.2890625,1,0,31,31
2335,31,19,0.4765625,0.2890625,1,0,23,23
2336,32,19,0.4921875,0.2890625,1,0,18,18
2337,33,19,0.5078125,0.2890625,1,0,22,22
2338,34,19,0.5234375,0.2890625,1,0,22,22
2339,35,19,0.5390625,0.2890625,1,0,27,27
2340,36,19,0.5546875,0.2890625,1,0,13,13
2341,37,19,0.5703125,0.2890625,1,0,29,29
2342,38,19,0.5859375,0.2890625,1,0,24,24
2343,39,19,0.6015625,0.2890625,1,0,15,15
2344,40,19,0.6171875,0.2890625,1,0,11,11
2345,41,19,0.6328125,0.2890625,1,0,23,23
2346,42,19,0.6484375,0.2890625,1,0,23,23
2347,43,19,0.6640625,0.2890625,1,0,19,19
2348,44,19,0.6796875,0.2890625,1,0,17,17
2349,45,19,0.6953125,0.2890625,1,0,15,15
2350,46,19,0.7109375,0.2890625,1,0,14,14
2351,47,19,0.7265625,0.2890625,1,0,30,30
2352,48,19,0.7421875,0.2890625,1,0,23,23
2353,49,19,0.7578125,0.2890625,1,0,23,23
2354,50,19,0.7734375,0.2890625,1,0,24,24
2355,51,19,0.7890625,0.2890625,1,0,30,30
2356,52,19,0.8046875,0.2890625,1,0,29,29
2357,53,19,0.8203125,0.2890625,1,0,8,8
2358,54,19,0.8359375,0.2890625,1,0,13,13
2359,55,19,0.8515625,0.2890625,1,0,12,12
2360,56,19,0.8671875,0.2890625,1,0,13,13
2361,57,19,0.8828125,0.2890625,1,0,17,17
2362,58,19,0.8984375,0.2890625,1,0,26,26
2363,59,19,0.9140625,0.2890625,1,0,17,17
2364,60,19,0.9296875,0.2890625,1,0,25,25
2365,61,19,0.9453125,0.2890625,1,0,28,28
2366,62,19,0.9609375,0.2890625,1,0,31,31
2367,63,19,0.9765625,0.2890625,1,0,17,17
2368,64,19,0.9921875,0.2890625,1,0,19,19
2369,65,19,1.0078125,0.2890625,1,0,24,24
2370,66,19,1.0234375,0.2890625,1,0,18,18
2371,67,19,1.0390625,0.2890625,1,0,31,31
2372,68,19,1.0546875,0.2890625,1,0,24,24
2373,69,19,1.0703125,0.2890625,1,0,25,25
2374,70,19,1.0859375,0.2890625,1,0,21,21
2375,71,19,1.1015625,0.2890625,1,0,17,17
2376,72,19,1.1171875,0.2890625,1,0,24,24
2377,73,19,1.1328125,0.2890625,1,0,12,12
2378,74,19,1.1484375,0.2890625,1,0,24,24
2379,75,19,1.1640625,0.2890625,1,0,17,17
2380,76,19,1.1796875,0.2890625,1,0,23,23
2381,77,19,1.1953125,0.2890625,1,0,26,26
2382,78,19,1.2109375,0.2890625,1,0,25,25
2383,79,19,1.2265625,0.2890625,1,0,20,20
2384,80,19,1.2421875,0.2890625,1,0,22,22
2385,81,19,1.2578125,0.2890625,1,0,20,20
2386,82,19,1.2734375,0.2890625,1,0,13,13
2387,83,19,1.2890625,0.2890625,1,0,26,26
2388,84,19,1.3046875,0.2890625,1,0,28,28
2389,85,19,1.3203125,0.2890625,1,0,13,13
2390,86,19,1.3359375,0.2890625,1,0,18,18
2391,87,19,1.3515625,0.2890625,1,0,12,12
2392,88,19,1.3671875,0.2890625,1,0,13,13
2393,89,19,1.3828125,0.2890625,1,0,27,27
2394,90,19,1.3984375,0.2890625,1,0,18,18
2395,91,19,1.4140625,0.2890625,1,0,18,18
2396,92,19,1.4296875,0.2890625,1,0,11,11
2397,93,19,1.4453125,0.2890625,1,0,20,20
2398,94,19,1.4609375,0.2890625,1,0,28,28
2399,95,19,1.4765625,0.2890625,1,0,13,13
2400,96,19,1.4921875,0.2890625,1,0,15,15
2401,97,19,1.5078125,0.2890625,1,0,21,21
2402,98,19,1.5234375,0.2890625,1,0,16,16
2403,99,19,1.5390625,0.2890625,1,0,13,13
2404,100,19,1.5546875,0.2890625,1,0,26,26
2405,101,19,1.5703125,0.2890625,1,0,13,13
2406,102,19,1.5859375,0.2890625,1,0,20,20
2407,103,19,1.6015625,0.2890625,1,0,20,20
2408,104,19,1.6171875,0.2890625,1,0,16,16
2409,105,19,1.6328125,0.2890625,1,0,17,17
2410,106,19,1.6484375,0.2890625,1,0,15,15
2411,107,19,1.6640625,0.2890625,1,0,36,36
2412,108,19,1.6796875,0.2890625,1,0,15,15
2413,109,19,1.6953125,0.2890625,1,0,19,19
2414,110,19,1.7109375,0.2890625,1,0,19,19
2415,111,19,1.7265625,0.2890625,1,0,18,18
2416,112,19,1.7421875,0.2890625,1,0,16,16
2417,113,19,1.7578125,0.2890625,1,0,17,17
2418,114,19,1.7734375,0.2890625,1,0,17,17
2419,115,19,1.7890625,0.2890625,1,0,24,24
2420,116,19,1.8046875,0.2890625,1,0,15,15
2421,117,19,1.8203125,0.2890625,1,0,16,16
2422,118,19,1.8359375,0.2890625,1,0,23,23
2423,119,19,1.8515625,0.2890625,1,0,18,18
2424,120,19,1.8671875,0.2890625,1,0,15,15
2425,121,19,1.8828125,0.2890625,1,0,26,26
2426,122,19,1.8984375,0.2890625,1,0,21,21
2427,123,19,1.9140625,0.2890625,1,0,13,13
2428,124,19,1.9296875,0.2890625,1,0,20,20
2429,125,19,1.9453125,0.2890625,1,0,27,27
2430,126,19,1.9609375,0.2890625,1,0,10,10
2431,127,19,1.9765625,0.2890625,1,0,16,16
2432,128,19,1.9921875,0.2890625,1,0,17,17
2433,1,20,0.0078125,0.3046875,1,0,19,19
2434,2,20,0.0234375,0.3046875,1,0,27,27
2435,3,20,0.0390625,0.3046875,1,0,23,23
2436,4,20,0.0546875,0.3046875,1,0,29,29
2437,5,20,0.0703125,0.3046875,1,0,24,24
2438,6,20,0.0859375,0.3046875,1,0,19,19
2439,7,20,0.1015625,0.3046875,1,0,21,21
2440,8,20,0.1171875,0.3046875,1,0,21,21
2441,9,20,0.1328125,0.3046875,1,0,19,19
2442,10,20,0.1484375,0.3046875,1,0,30,30
2443,11,20,0.1640625,0.3046875,1,0,15,15
2444,12,20,0.1796875,0.3046875,1,0,13,13
2445,13,20,0.1953125,0.3046875,1,0,25,25
2446,14,20,0.2109375,0.3046875,1,0,8,8
2447,15,20,0.2265625,0.3046875,1,0,31,31
2448,16,20,0.2421875,0.3046875,1,0,23,23
2449,17,20,0.2578125,0.3046875,1,0,23,23
2450,18,20,0.2734375,0.3046875,1,0,18,18
2451,19,20,0.2890625,0.3046875,1,0,22,22
2452,20,20,0.3046875,0.3046875,1,0,23,23
2453,21,20,0.3203125,0.3046875,1,0,13,13
2454,22,20,0.3359375,0.3046875,1,0,24,24
2455,23,20,0.3515625,0.3046875,1,0,24,24
2456,24,20,0.3671875,0.3046875,1,0,16,16
2457,25,20,0.3828125,0.3046875,1,0,24,24
2458,26,20,0.3984375,0.3046875,1,0,36,36
2459,27,20,0.4140625,0.3046875,1,0,15,15
2460,28,20,0.4296875,0.3046875,1,0,32,32
2461,29,20,0.4453125,0.3046875,1,0,24,24
2462,30,20,0.4609375,0.3046875,1,0,18,18
2463,31,20,0.4765625,0.3046875,1,0,22,22
2464,32,20,0.4921875,0.3046875,1,0,11,11
2465,33,20,0.5078125,0.3046875,1,0,14,14
2466,34,20,0.5234375,0.3046875,1,0,24,24
2467,35,20,0.5390625,0.3046875,1,0,16,16
2468,36,20,0.5546875,0.3046875,1,0,21,21
2469,37,20,0.5703125,0.3046875,1,0,25,25
2470,38,20,0.5859375,0.3046875,1,0,30,30
2471,39,20,0.6015625,0.3046875,1,0,12,12
2472,40,20,0.6171875,0.3046875,1,0,21,21
2473,41,20,0.6328125,0.3046875,1,0,30,30
2474,42,20,0.6484375,0.3046875,1,0,13,13
2475,43,20,0.6640625,0.3046875,1,0,19,19
2476,44,20,0.6796875,0.3046875,1,0,21,21
2477,45,20,0.6953125,0.3046875,1,0,18,18
2478,46,20,0.7109375,0.3046875,1,0,19,19
2479,47,20,0.7265625,0.3046875,1,0,20,20
2480,48,20,0.7421875,0.3046875,1,0,11,11
2481,49,20,0.7578125,0.3046875,1,0,16,16
2482,50,20,0.7734375,0.3046875,1,0,25,25
2483,51,20,0.7890625,0.3046875,1,0,16,16
2484,52,20,0.8046875,0.3046875,1,0,17,17
2485,53,20,0.8203125,0.3046875,1,0,14,14
2486,54,20,0.8359375,0.3046875,1,0,21,21
2487,55,20,0.8515625,0.3046875,1,0,15,15
2488,56,20,0.8671875,0.3046875,1,0,4,4
2489,57,20,0.8828125,0.3046875,1,0,22,22
2490,58,20,0.8984375,0.3046875,1,0,16,16
2491,59,20,0.9140625,0.3046875,1,0,25,25
2492,60,20,0.9296875,0.3046875,1,0,27,27
2493,61,20,0.9453125,0.3046875,1,0,12,12
2494,62,20,0.9609375,0.3046875,1,0,18,18
2495,63,20,0.9765625,0.3046875,1,0,17,17
2496,64,20,0.9921875,0.3046875,1,0,12,12
2497,65,20,1.0078125,0.3046875,1,0,28,28
2498,66,20,1.0234375,0.3046875,1,0,30,30
2499,67,20,1.0390625,0.3046875,1,0,17,17
2500,68,20,1.0546875,0.3046875,1,0,21,21
2501,69,20,1.0703125,0.3046875,1,0,15,15
2502,70,20,1.0859375,0.3046875,1,0,25,25
